Local Authority Reference,Works Status,Works Type,Category Of Works,Description Of Works,Street,Location Of Works,Locality,Start Date,End Date,Reference,Responsible Company,Contact Telephone Number,Emergency Contact Telephone Number,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
LA00512564,PROPOSED REMEDIAL,MINOR,Streetworks,[Remedial works] REMEDIAL WORKS IN THE CARRIAGEWAY,Kentish Town Road,O/S & OPP. 235,Camden Town,14/04/2025,16/04/2025,MU091-NWS00080546897-001,Thames Water Utilities Ltd,-,-,E05013664,Kentish Town South,528971.46,184868.63,-0.141358,51.547982,"(51.547982, -0.141358)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528103,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE CARRIAGEWAY (3),Rossendale Way,"27, 33, 57",St Pancras And Somers Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313153,Thames Water Utilities Ltd,-,-,E05013666,Kings Cross,529461.98,184000.48,-0.134607,51.540068,"(51.540068, -0.134607)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528327,PROPOSED WORKS,MINOR,Streetworks,[New service connection] Install a new upturn approx. 10 in footway in order to install customer connection.,Hatton Garden,Outside 10-12,Holborn And Covent Garden,02/04/2025,04/04/2025,TY200-PEPEB2BNETECH-ND,Community Fibre Limited,-,-,E05013662,Holborn and Covent Garden,531384.24,181654.8,-0.107779,51.518544,"(51.518544, -0.107779)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522617,PROPOSED WORKS,MAJOR,Streetworks,[Utility asset works] CLEAR CW BLOCKAGE AND ROPE BOTH WAYS VM NETWORK,Quex Road,outside 5,Kilburn,07/04/2025,07/04/2025,NK103-DIS161970,Virgin Media,-,-,E05013665,Kilburn,525271.15,183880.66,-0.195046,51.539936,"(51.539936, -0.195046)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526202,PROPOSED WORKS,STANDARD,Streetworks,[Disconnection or alteration of supply] Connections Projects: Disconnection / reconnection of existing electricity supply for a customer: Parking/Loading Bay Suspension: Excavation of a joint hole andtrack work for a disconnection of an old service.,Queen Square,"O/S. 23, WC1N, QUEEN SQUARE",Holborn And Covent Garden,14/04/2025,18/04/2025,EC400-59037574,Uk Power Networks Eastern& London,-,-,E05013662,Holborn and Covent Garden,530303.89,182054.77,-0.123193,51.522389,"(51.522389, -0.123193)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523933,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Placement of gantry on the public highway to facilitate replacement waterproofing layer to first floor walkway,Shelton Street,47,Holborn And Covent Garden,09/12/2024,09/06/2025,CM001-L-LIVE-00061071,Camden,-,-,E05013662,Holborn and Covent Garden,530201.71,181107,-0.125015,51.513895,"(51.513895, -0.125015)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528423,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 2 asps supply 2x600x600 asps,West End Lane,os 146,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294508,Camden,-,-,E05013671,West Hampstead,525533.68,184752.68,-0.190952,51.547714,"(51.547714, -0.190952)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526251,PROPOSED REMEDIAL,MINOR,Streetworks,[Remedial works] RECTIFY DEFECT,Rousden Street,10,Cantelowes,02/04/2025,03/04/2025,MU701-00759333-001,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529287.49,184212.59,-0.137043,51.542014,"(51.542014, -0.137043)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00521301,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Construction of a temporary crossover to facilitate vehicular access to site,Haverstock Hill,238,Haverstock,14/10/2024,14/04/2025,CM001-L-LIVE-00060613,Camden,-,-,E05013660,Haverstock,527670.39,184798.15,-0.160137,51.547644,"(51.547644, -0.160137)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528156,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN FOOTWAY (1),Kemplay Road,26,Hampstead Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313267,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,526743.95,185695.43,-0.173168,51.555917,"(51.555917, -0.173168)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526556,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Removal of BT kiosk,Tottenham Court Road,"101 Tottenham Ct Rd, London W1T 4TT",Bloomsbury,26/03/2025,26/03/2025,BC010-02074367189,Bt,-,-,E05013653,Bloomsbury,529389.23,182051.22,-0.136371,51.522567,"(51.522567, -0.136371)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00508550,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate building works,Kirby Street,20-24,Holborn And Covent Garden,30/10/2023,28/04/2025,CM001-L-LIVE-00058715,Camden,-,-,E05013662,Holborn and Covent Garden,531402.32,181890.29,-0.107431,51.520656,"(51.520656, -0.107431)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00521756,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate painting and decorating,Vine Hill,1,Holborn And Covent Garden,14/10/2024,14/04/2025,CM001-L-LIVE-00060745,Camden,-,-,E05013662,Holborn and Covent Garden,531152.83,182090.12,-0.110951,51.52251,"(51.52251, -0.110951)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527935,PROPOSED REMEDIAL,MINOR,Streetworks,[Remedial works] RECTIFY DEFECT,Hawley Crescent,30 HAWLEY CRESCENT POPPIES FISH & CHIPS,Camden Town,07/04/2025,08/04/2025,MU701-00749955-001,Thames Water Utilities Ltd,-,-,E05013655,Camden Town,528815.18,184077.08,-0.1439,51.540904,"(51.540904, -0.1439)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528060,PROPOSED WORKS,STANDARD,Streetworks,[Statutory infrastructure works] NEW WATER MAIN TO BE LAID FOR NEW BRIDGE WORKS,Murray Street,1A (S/O),Cantelowes,17/03/2025,30/03/2025,MU091-NLM0081387206-0040,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529635.31,184355.99,-0.131978,51.543223,"(51.543223, -0.131978)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00521170,POTENTIAL WORKS,MAJOR,Streetworks,Noise Insulation - Installation of heritage Grill to Facades  HS2 Highway works inside act limits,Delancey Street,"works located on Delancey Street outside house number 42,50,52,56,62 and 80",Camden Town,05/05/2025,04/08/2025,TA011-THW-LBC-SCS-5206,Hs2 Ltd,-,-,E05013655,Camden Town,528710.8,183590.08,-0.145582,51.536551,"(51.536551, -0.145582)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528603,PROPOSED WORKS,STANDARD,Streetworks,[Highway repair and maintenance works] Excavating Trial Holes For Upcoming PPM Scheme,Abbey Road,JW Boundary Road to OS Mary Green House,West Hampstead,07/04/2025,12/04/2025,CT021-81034953,City Of Westminster,-,-,E05013665,Kilburn,525888.69,183768.43,-0.186187,51.53879,"(51.53879, -0.186187)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523347,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Safe and healthy Streets,Murray Street,Camden Square to Murray Mews,Cantelowes,08/09/2025,15/11/2025,CW064-17519456,Camden,-,-,E05013654,Camden Square,529576.66,184412.73,-0.132802,51.543746,"(51.543746, -0.132802)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527308,PROPOSED WORKS,MAJOR,Streetworks,[Optional permit no fee] TM to facilitate works on Billy Fury Way,West End Lane,OS 132-138,West Hampstead,24/03/2025,18/04/2025,MH065-47429774,Camden,-,-,E05013671,West Hampstead,525528.03,184702.19,-0.191051,51.547262,"(51.547262, -0.191051)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528626,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] Network Operations Faults: Generator parking to maintain supplies during a power cut: GENERATOR PARKED ON SITE TO RESTORE POWER,Burton Place,"S/O 46, WC1H",King's Cross,23/03/2025,28/03/2025,EC400-14686136,Uk Power Networks Eastern& London,-,-,E05013653,Bloomsbury,529998.57,182503.99,-0.127426,51.526496,"(51.526496, -0.127426)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528230,PROPOSED WORKS,MINOR,Streetworks,[New service connection] Core drill from chamber into private wall in order to facilitate new customer connection,St Augustine's Road,o/s 39,Cantelowes,25/03/2025,26/03/2025,TF019--3278224104,Hyperoptic Ltd,-,-,E05013654,Camden Square,529781.81,184493.92,-0.129816,51.544429,"(51.544429, -0.129816)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528186,PROPOSED WORKS,MINOR,Streetworks,[New service connection] Installing new Bus shelter,York Way,O/s 182,St Pancras And Somers Town,31/03/2025,02/04/2025,CM062-11204257,Camden,-,-,E05013666,Kings Cross,530186.32,183908.86,-0.124202,51.539078,"(51.539078, -0.124202)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522010,PROPOSED WORKS,STANDARD,Streetworks,"[Disconnection or alteration of supply] Disconnection, excavating in footway & carriageway",Agar Grove,"Opposite 21, NW1 0RG",Cantelowes,19/05/2025,22/05/2025,MU091-NLD0081128844-0200,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529620.37,184322.74,-0.132205,51.542928,"(51.542928, -0.132205)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528533,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. concrete poor 6m needs making safe,Kidderpore Avenue,os 7,Frognal And Fitzjohns,25/03/2025,27/03/2025,CM045-G-LIVE-00294594,Camden,-,-,E05013657,Frognal,525450.16,185737.82,-0.191805,51.556586,"(51.556586, -0.191805)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525174,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (1),Pilgrim's Lane,24,Hampstead Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0306921,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,526876.05,185726.03,-0.171252,51.556162,"(51.556162, -0.171252)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528541,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 4 asps by tree rl blocks 1m,Hollycroft Avenue,so 1,Frognal And Fitzjohns,25/03/2025,27/03/2025,CM045-G-LIVE-00294587,Camden,-,-,E05013657,Frognal,525342.51,186220,-0.193185,51.560944,"(51.560944, -0.193185)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528340,PROPOSED WORKS,MINOR,Streetworks,"[New service connection] to access carriageway chamber to locate fibre, splice fibre and test outagefor customer connections on behalf of Vodafone",Tavistock Square,opposite memorial gardens,Bloomsbury,01/04/2025,02/04/2025,NX508-FWI3546-SPL,Vodafone,-,-,E05013653,Bloomsbury,529887.43,182427.2,-0.129055,51.525831,"(51.525831, -0.129055)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525206,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] Network Operations Distribution: Install / Replace / Remove electrical link box: Parking/Loading Bay Suspension: Approx. 6m excavation required to allow for removal of aged linkbox and provide room for siting and jointing of new box and cables,Chalton Street,o/s 147-158 - NW1,St Pancras And Somers Town,08/04/2025,14/04/2025,EC400-79453922,Uk Power Networks Eastern& London,-,-,E05013669,St Pancras and Somers Town,529493.38,183293.4,-0.134414,51.533706,"(51.533706, -0.134414)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00401612,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] High consequence Sahara survey for Leak detection.,Gray's Inn Road,Opp 34-36 Gray's Inn Road,King's Cross,01/05/2025,01/05/2025,MU600-CHB2203-2,Thames Water Utilities Ltd,-,-,E05013662,Holborn and Covent Garden,531091.08,181738.9,-0.111971,51.519368,"(51.519368, -0.111971)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528367,IN PROGRESS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. pot hole 1m,Oakhill Avenue,junction Bracknell gardens,Frognal And Fitzjohns,21/03/2025,25/03/2025,CM045-G-LIVE-00294536,Camden,-,-,E05013657,Frognal,525629.18,185630.75,-0.189262,51.555584,"(51.555584, -0.189262)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527251,PROPOSED WORKS,MINOR,Streetworks,[Highway repair and maintenance works] traffic management to allow access to existing infrastructurein conjunction with permit ref ZV222-ZAYO-790933A,St Giles Circus,side of center pont on st giles circus,Bloomsbury,28/04/2025,30/04/2025,ZV222-ZAYO-790933,Zayo Group Uk Ltd (Formerly Abovenet),-,-,,,529821.43,181365.58,-0.130397,51.516306,,Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528623,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] Ferrule exchange,Gayton Road,"13/14 Gayton Rd, London NW3 1TX",Hampstead Town,23/03/2025,28/03/2025,MU701-00817056-001,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,526583.79,185773.76,-0.175448,51.556656,"(51.556656, -0.175448)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527563,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Fire hydrant frame and cover repair,West Heath Road,WEST HEATH ROAD J/W TEMPLEWOOD AVENUE,Hampstead Town,02/04/2025,04/04/2025,MU701-00771617-001,Thames Water Utilities Ltd,-,-,E05013657,Frognal,525852.06,186385.96,-0.185779,51.562322,"(51.562322, -0.185779)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526754,IN PROGRESS,MAJOR,Streetworks,[Highway improvement works] install the new setts table,Bonny Street,install the new setts table,Camden Town,10/03/2025,30/03/2025,CW064-11694321,Camden,-,-,E05013655,Camden Town,529041.87,184148.46,-0.140607,51.541494,"(51.541494, -0.140607)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528594,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl asp by tree,Heath Drive,op 2 a,Frognal And Fitzjohns,27/03/2025,31/03/2025,CM045-G-LIVE-00294663,Camden,-,-,E05013657,Frognal,525533.93,185550.45,-0.190664,51.554884,"(51.554884, -0.190664)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528384,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility asset works] brick repair to foul sewer to repair leak / CCTV,York Rise,Outside Faraday House 10- 18  and no. 52,Highgate,18/03/2025,28/03/2025,MU059--L726-N703-LDN-05,Thames Water Utilities Ltd,-,-,E05013661,Highgate,528853.01,185934.94,-0.142675,51.557592,"(51.557592, -0.142675)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528056,PROPOSED WORKS,STANDARD,Streetworks,[Statutory infrastructure works] NEW WATER MAIN TO BE LAID FOR NEW BRIDGE WORKS,St Augustine's Road,6,Cantelowes,17/03/2025,30/03/2025,MU091-NLM00081387206-0040,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529687.99,184383.64,-0.131208,51.543459,"(51.543459, -0.131208)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523378,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,"HOLMES ROAD  Temporary Traffic Restriction S14(1): 43502  Reason: To facilitate construction works for Clarke / David Chapple  Operational Dates: 01-12-24 to 05-10-25  Details of Order: Suspend 'RESIDENT PERMIT HOLDER ONLY' parking restriction on Holmes Road north side, from a point 12 metres east of the western cul-de-sac end of holmes road, eastward for a distance of 5.5 metres. Introduce 'NO WAITING mon-fri 08:30-18:30' restriction on Holmes Road north side, from a point 12 metres east of the",Holmes Road,From 54 - 74 - Unite Students,Kentish Town,01/12/2024,05/10/2025,CM001-L-LIVE-00060987/01,Camden,-,-,E05013664,Kentish Town South,528947.01,185015.91,-0.141656,51.549311,"(51.549311, -0.141656)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00515945,PROPOSED REMEDIAL,MAJOR,Streetworks,[Remedial works] remedial reinstatement in carriageway,Tavistock Place,OUTSIDE AND OPP 16 (CW) TAVISTOCK PLACE,King's Cross,05/06/2025,05/06/2025,NK103-DIS152850-2,Virgin Media,-,-,E05013653,Bloomsbury,530039.55,182356.84,-0.12689,51.525164,"(51.525164, -0.12689)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
